AT (Original),AT (Min-Max),AT (Z-Score),V (Original),V (Min-Max),V (Z-Score),AP (Original),AP (Min-Max),AP (Z-Score),RH (Original),RH (Min-Max),RH (Z-Score),PE (Original),PE (Min-Max),PE (Z-Score)
17.18,17.18,-0.33,46.00,6.84,-0.65,1002.74,0.24,-1.77,100.10,1.00,1.84,454.02,1.00,-0.02
14.50,16.80,-0.69,53.82,7.53,-0.04,1016.81,0.59,0.60,62.89,0.50,-0.71,464.27,1.00,0.58
24.01,18.14,0.58,65.18,8.54,0.86,1012.57,0.49,-0.12,76.02,0.68,0.19,437.27,1.00,-1.00
24.79,18.25,0.69,67.83,8.78,1.06,1009.32,0.41,-0.66,61.46,0.48,-0.81,438.36,1.00,-0.94
11.67,16.40,-1.07,44.60,6.71,-0.76,1018.09,0.62,0.81,92.53,0.90,1.32,467.96,1.00,0.80
21.28,17.76,0.22,70.32,9.00,1.26,1011.06,0.45,-0.37,90.12,0.87,1.15,439.00,1.00,-0.90
20.96,17.71,0.18,69.48,8.93,1.19,1011.04,0.45,-0.37,82.63,0.77,0.64,444.31,1.00,-0.59
26.57,18.51,0.93,73.21,9.26,1.49,1002.31,0.23,-1.84,92.51,0.90,1.32,431.68,1.00,-1.33
16.43,17.07,-0.43,48.06,7.02,-0.49,1010.73,0.44,-0.43,61.26,0.48,-0.83,459.63,1.00,0.31
26.22,18.46,0.88,65.34,8.56,0.87,1015.17,0.55,0.32,47.25,0.29,-1.78,444.06,1.00,-0.60
24.88,18.27,0.70,52.36,7.40,-0.15,1014.45,0.53,0.20,68.39,0.57,-0.34,452.31,1.00,-0.12
12.22,16.47,-1.00,40.71,6.37,-1.07,1021.25,0.70,1.35,80.83,0.74,0.52,477.07,1.00,1.33
22.28,17.90,0.35,58.12,7.91,0.30,1014.54,0.54,0.22,83.27,0.77,0.68,448.97,1.00,-0.32
9.14,16.04,-1.41,37.36,6.07,-1.33,1015.22,0.55,0.33,78.06,0.70,0.33,491.97,1.00,2.20
27.34,18.62,1.03,70.98,9.06,1.31,1008.82,0.39,-0.75,71.42,0.61,-0.13,438.73,1.00,-0.92
24.90,18.27,0.70,58.49,7.95,0.33,1011.06,0.45,-0.37,65.14,0.53,-0.56,444.19,1.00,-0.60
13.26,16.62,-0.86,40.83,6.38,-1.06,1007.97,0.37,-0.89,90.63,0.87,1.19,472.14,1.00,1.04
21.86,17.84,0.30,64.45,8.48,0.80,1015.83,0.57,0.43,63.36,0.51,-0.68,457.80,1.00,0.20
18.55,17.37,-0.15,41.85,6.47,-0.98,1015.24,0.55,0.33,62.47,0.49,-0.74,467.51,1.00,0.77
26.26,18.46,0.89,74.90,9.41,1.62,1003.85,0.27,-1.58,81.94,0.76,0.59,437.44,1.00,-0.99
5.15,15.47,-1.95,40.78,6.37,-1.06,1025.34,0.80,2.03,95.84,0.94,1.54,483.03,1.00,1.68
10.80,16.27,-1.19,39.58,6.27,-1.16,1011.99,0.47,-0.21,87.54,0.83,0.97,478.24,1.00,1.40
27.99,18.71,1.12,71.64,9.12,1.36,1007.79,0.37,-0.92,72.67,0.63,-0.04,437.81,1.00,-0.97
18.40,17.35,-0.17,50.16,7.21,-0.33,1011.51,0.46,-0.29,98.07,0.97,1.70,453.78,1.00,-0.03
15.17,16.89,-0.60,36.71,6.01,-1.38,1013.50,0.51,0.04,77.44,0.70,0.28,471.93,1.00,1.03
13.18,16.61,-0.87,40.83,6.38,-1.06,1007.67,0.37,-0.94,95.44,0.94,1.52,472.36,1.00,1.05
30.37,19.05,1.44,67.45,8.74,1.03,1015.35,0.56,0.35,45.60,0.27,-1.90,431.38,1.00,-1.35
24.88,18.27,0.70,71.94,9.14,1.39,1006.85,0.35,-1.08,87.32,0.83,0.96,433.30,1.00,-1.23
14.87,16.85,-0.64,42.77,6.55,-0.91,1017.94,0.62,0.79,75.06,0.66,0.12,462.03,1.00,0.45
20.34,17.62,0.09,69.45,8.92,1.19,1012.76,0.49,-0.08,91.05,0.88,1.22,442.73,1.00,-0.68
5.71,15.55,-1.87,40.77,6.37,-1.07,1022.51,0.73,1.56,89.58,0.86,1.11,485.75,1.00,1.84
28.62,18.80,1.20,79.74,9.84,2.00,1008.12,0.38,-0.87,65.39,0.53,-0.54,436.12,1.00,-1.07
12.75,16.55,-0.93,39.58,6.27,-1.16,1010.80,0.44,-0.41,77.31,0.69,0.27,473.46,1.00,1.12
19.76,17.54,0.01,48.92,7.10,-0.42,1010.48,0.44,-0.47,46.57,0.28,-1.83,456.69,1.00,0.14
19.75,17.54,0.01,54.20,7.57,-0.01,1011.43,0.46,-0.31,83.50,0.78,0.70,448.89,1.00,-0.32
11.61,16.39,-1.08,41.17,6.41,-1.03,1019.57,0.66,1.06,58.82,0.45,-0.99,476.81,1.00,1.32
9.63,16.11,-1.34,43.02,6.57,-0.89,1012.40,0.48,-0.14,68.41,0.57,-0.34,480.21,1.00,1.51
26.65,18.52,0.94,63.78,8.42,0.75,1015.32,0.56,0.35,53.95,0.38,-1.33,440.26,1.00,-0.83
24.63,18.23,0.67,65.38,8.56,0.87,1010.43,0.43,-0.48,40.68,0.20,-2.23,446.23,1.00,-0.48
19.94,17.57,0.04,56.53,7.77,0.18,1020.48,0.68,1.22,76.43,0.68,0.21,453.80,1.00,-0.03
15.18,16.89,-0.60,43.67,6.63,-0.84,1011.59,0.46,-0.28,92.58,0.90,1.32,467.74,1.00,0.78
25.79,18.40,0.82,63.90,8.43,0.76,1014.39,0.53,0.19,60.49,0.47,-0.88,442.70,1.00,-0.68
12.64,16.53,-0.94,40.71,6.37,-1.07,1024.20,0.77,1.84,65.21,0.53,-0.55,476.37,1.00,1.29
21.70,17.82,0.27,70.32,9.00,1.26,1009.12,0.40,-0.70,91.30,0.88,1.23,438.52,1.00,-0.93
12.19,16.47,-1.00,40.23,6.32,-1.11,1017.45,0.61,0.71,82.07,0.76,0.60,474.91,1.00,1.20
27.73,18.67,1.08,67.69,8.77,1.05,1007.47,0.36,-0.97,59.42,0.45,-0.95,431.72,1.00,-1.33
20.83,17.69,0.16,70.72,9.04,1.29,1009.56,0.41,-0.62,89.37,0.86,1.10,446.48,1.00,-0.46
16.70,17.11,-0.40,46.18,6.85,-0.64,1011.20,0.45,-0.35,96.84,0.96,1.61,456.20,1.00,0.11
8.27,15.92,-1.53,39.64,6.27,-1.15,1011.00,0.45,-0.38,84.64,0.79,0.78,479.91,1.00,1.50
27.17,18.59,1.01,67.45,8.74,1.03,1015.67,0.56,0.41,49.03,0.31,-1.66,429.87,1.00,-1.44
14.92,16.86,-0.63,46.18,6.85,-0.64,1014.21,0.53,0.16,98.82,0.98,1.75,465.63,1.00,0.66
27.47,18.63,1.05,66.86,8.69,0.99,1006.10,0.33,-1.21,70.20,0.60,-0.21,437.45,1.00,-0.99
9.72,16.12,-1.33,41.44,6.43,-1.01,1015.17,0.55,0.32,84.41,0.79,0.76,481.85,1.00,1.61
19.97,17.57,0.04,50.78,7.26,-0.28,1008.75,0.39,-0.76,92.70,0.90,1.33,446.57,1.00,-0.46
18.37,17.35,-0.17,51.86,7.36,-0.19,1018.80,0.64,0.93,74.30,0.65,0.07,461.14,1.00,0.40
14.85,16.85,-0.64,40.80,6.37,-1.06,1025.38,0.80,2.04,53.29,0.37,-1.37,471.78,1.00,1.02
22.92,17.99,0.44,60.37,8.11,0.48,1007.05,0.35,-1.05,89.94,0.86,1.14,438.86,1.00,-0.91
15.20,16.90,-0.60,40.55,6.35,-1.08,1005.00,0.30,-1.39,88.40,0.84,1.03,465.09,1.00,0.63
28.07,18.72,1.13,61.47,8.21,0.56,1008.68,0.39,-0.77,64.83,0.53,-0.58,442.59,1.00,-0.69
10.72,16.26,-1.20,41.17,6.41,-1.03,1019.68,0.66,1.08,60.71,0.47,-0.86,479.21,1.00,1.46
16.09,17.02,-0.48,48.78,7.08,-0.43,1015.78,0.57,0.42,91.12,0.88,1.22,454.23,1.00,-0.01
18.68,17.39,-0.13,53.29,7.48,-0.08,1018.16,0.63,0.83,75.01,0.66,0.12,459.89,1.00,0.32
14.48,16.79,-0.69,40.83,6.38,-1.06,1009.42,0.41,-0.65,81.74,0.75,0.58,469.64,1.00,0.90
28.41,18.77,1.18,61.47,8.21,0.56,1008.94,0.40,-0.73,56.56,0.42,-1.15,442.54,1.00,-0.69
24.03,18.15,0.59,62.44,8.30,0.64,1010.96,0.45,-0.39,79.88,0.73,0.45,430.66,1.00,-1.39
28.31,18.75,1.16,74.33,9.36,1.58,1011.89,0.47,-0.23,69.77,0.59,-0.24,428.46,1.00,-1.52
21.79,17.83,0.29,60.93,8.16,0.52,1006.44,0.34,-1.15,87.68,0.83,0.98,443.01,1.00,-0.67
28.53,18.78,1.19,69.84,8.96,1.22,1004.46,0.29,-1.48,68.03,0.57,-0.36,427.72,1.00,-1.56
9.84,16.14,-1.32,36.66,6.01,-1.39,1026.70,0.84,2.26,70.02,0.60,-0.23,477.62,1.00,1.36
34.66,19.65,2.01,74.33,9.36,1.58,1012.00,0.47,-0.21,32.19,0.09,-2.82,425.89,1.00,-1.67
21.99,17.86,0.31,58.96,7.99,0.37,1014.09,0.52,0.14,61.30,0.48,-0.82,453.38,1.00,-0.06
23.69,18.10,0.54,73.67,9.30,1.52,1007.19,0.35,-1.02,86.73,0.82,0.92,437.57,1.00,-0.98
21.94,17.85,0.31,64.69,8.50,0.82,1007.39,0.36,-0.99,77.58,0.70,0.29,449.36,1.00,-0.29
14.51,16.80,-0.69,49.83,7.18,-0.35,1006.27,0.33,-1.18,91.65,0.89,1.26,460.45,1.00,0.36
13.72,16.69,-0.80,45.09,6.76,-0.73,1012.95,0.50,-0.05,87.41,0.83,0.97,466.24,1.00,0.70
15.03,16.87,-0.62,43.71,6.63,-0.83,1025.07,0.80,1.99,83.25,0.77,0.68,463.12,1.00,0.51
6.99,15.73,-1.70,39.37,6.25,-1.18,1020.19,0.68,1.17,75.06,0.66,0.12,487.18,1.00,1.92
28.03,18.71,1.12,68.67,8.85,1.13,1005.52,0.31,-1.30,58.16,0.44,-1.04,438.80,1.00,-0.91
10.90,16.29,-1.17,41.93,6.47,-0.97,1014.96,0.55,0.29,96.24,0.95,1.57,477.93,1.00,1.38
5.51,15.52,-1.90,41.03,6.39,-1.04,1022.28,0.73,1.52,84.50,0.79,0.77,491.84,1.00,2.20
17.02,17.15,-0.35,51.86,7.36,-0.19,1021.53,0.71,1.39,81.28,0.75,0.55,460.00,1.00,0.33
14.39,16.78,-0.71,44.21,6.68,-0.79,1019.77,0.67,1.10,85.70,0.81,0.85,465.03,1.00,0.62
24.05,18.15,0.59,70.40,9.01,1.27,1006.83,0.34,-1.08,92.35,0.90,1.30,442.07,1.00,-0.72
20.99,17.72,0.18,50.78,7.26,-0.28,1008.55,0.39,-0.79,75.14,0.66,0.13,449.07,1.00,-0.31
21.02,17.72,0.18,61.50,8.22,0.57,1008.52,0.39,-0.80,77.74,0.70,0.30,448.08,1.00,-0.37
31.01,19.14,1.52,69.13,8.89,1.17,1000.93,0.20,-2.08,62.96,0.50,-0.71,425.69,1.00,-1.68
12.38,16.50,-0.98,41.62,6.45,-1.00,1012.37,0.48,-0.15,84.15,0.79,0.74,461.07,1.00,0.39
23.37,18.05,0.50,70.94,9.06,1.31,1008.01,0.37,-0.88,81.28,0.75,0.55,441.56,1.00,-0.75
12.22,16.47,-1.00,40.78,6.37,-1.06,1024.02,0.77,1.81,85.46,0.80,0.83,464.12,1.00,0.57
15.28,16.91,-0.59,48.14,7.03,-0.49,1012.55,0.49,-0.12,69.65,0.59,-0.25,460.75,1.00,0.37
25.09,18.30,0.73,57.43,7.85,0.25,1013.20,0.50,-0.01,70.42,0.60,-0.20,446.11,1.00,-0.48
23.87,18.12,0.57,50.39,7.23,-0.31,1012.96,0.50,-0.05,76.05,0.68,0.19,452.59,1.00,-0.10
15.43,16.93,-0.57,40.89,6.38,-1.06,1010.63,0.44,-0.44,73.03,0.64,-0.02,468.35,1.00,0.82
24.34,18.19,0.63,48.78,7.08,-0.43,1018.00,0.62,0.80,73.44,0.64,0.01,448.54,1.00,-0.34
25.09,18.30,0.73,71.58,9.11,1.36,1010.17,0.43,-0.52,86.01,0.81,0.87,434.51,1.00,-1.16
16.37,17.06,-0.44,53.16,7.47,-0.09,1014.89,0.54,0.27,74.84,0.66,0.10,459.52,1.00,0.30
11.80,16.42,-1.05,41.54,6.44,-1.00,1020.00,0.67,1.14,65.85,0.54,-0.51,476.12,1.00,1.27
24.85,18.26,0.70,68.37,8.83,1.11,1006.50,0.34,-1.14,68.37,0.57,-0.34,442.66,1.00,-0.69
17.16,17.17,-0.33,40.55,6.35,-1.08,1000.26,0.18,-2.19,72.21,0.63,-0.08,461.58,1.00,0.42
13.09,16.60,-0.88,54.30,7.57,-0.00,1017.61,0.61,0.73,82.38,0.76,0.62,471.00,1.00,0.97
10.25,16.20,-1.26,41.46,6.43,-1.01,1018.67,0.64,0.91,84.41,0.79,0.76,479.28,1.00,1.46
28.39,18.76,1.17,65.51,8.57,0.88,1014.52,0.54,0.21,66.48,0.55,-0.47,438.78,1.00,-0.91
31.55,19.21,1.60,69.75,8.95,1.22,1010.12,0.43,-0.53,58.36,0.44,-1.02,435.01,1.00,-1.13
23.84,18.12,0.56,49.21,7.12,-0.40,1013.10,0.50,-0.03,44.72,0.26,-1.96,445.44,1.00,-0.52
14.46,16.79,-0.70,42.86,6.56,-0.90,1031.34,0.95,3.04,69.84,0.59,-0.24,464.44,1.00,0.59
24.16,18.17,0.61,65.06,8.53,0.85,1013.88,0.52,0.10,58.96,0.45,-0.98,442.32,1.00,-0.71
20.82,17.69,0.16,63.77,8.42,0.74,1014.28,0.53,0.17,86.37,0.82,0.89,448.90,1.00,-0.32
17.00,17.15,-0.36,49.78,7.17,-0.36,1005.32,0.31,-1.34,100.10,1.00,1.84,453.77,1.00,-0.03
11.45,16.37,-1.10,45.01,6.75,-0.73,1018.88,0.64,0.95,92.12,0.89,1.29,470.40,1.00,0.94
18.26,17.33,-0.19,58.96,7.99,0.37,1014.04,0.52,0.13,69.70,0.59,-0.25,457.43,1.00,0.18
10.74,16.26,-1.20,43.67,6.63,-0.84,1011.75,0.47,-0.25,80.10,0.73,0.47,477.32,1.00,1.35
20.89,17.70,0.17,67.71,8.77,1.05,1006.12,0.33,-1.20,59.12,0.45,-0.97,445.39,1.00,-0.53
11.82,16.42,-1.05,41.54,6.44,-1.00,1019.96,0.67,1.13,67.65,0.56,-0.39,476.97,1.00,1.32
25.44,18.35,0.78,65.06,8.53,0.85,1013.82,0.52,0.09,55.72,0.40,-1.20,440.09,1.00,-0.84
29.92,18.98,1.38,69.75,8.95,1.22,1009.12,0.40,-0.70,67.15,0.56,-0.42,441.50,1.00,-0.75
21.11,17.73,0.20,58.49,7.95,0.33,1011.60,0.46,-0.28,80.44,0.74,0.49,449.16,1.00,-0.30
14.60,16.81,-0.68,53.82,7.53,-0.04,1016.28,0.58,0.51,64.83,0.53,-0.58,462.86,1.00,0.50
25.96,18.42,0.85,63.78,8.42,0.75,1016.95,0.60,0.62,49.47,0.32,-1.63,443.80,1.00,-0.62
18.32,17.34,-0.18,39.53,6.26,-1.16,1008.15,0.38,-0.86,64.85,0.53,-0.58,454.44,1.00,0.00
21.36,17.77,0.23,68.28,8.82,1.10,1007.60,0.36,-0.95,72.37,0.63,-0.06,445.91,1.00,-0.50
15.70,16.97,-0.53,42.99,6.57,-0.89,1007.51,0.36,-0.97,76.05,0.68,0.19,464.59,1.00,0.60
26.82,18.54,0.96,75.08,9.42,1.63,1005.93,0.32,-1.23,60.81,0.47,-0.86,441.14,1.00,-0.77
15.22,16.90,-0.59,41.35,6.42,-1.02,1003.12,0.25,-1.71,95.45,0.94,1.52,464.56,1.00,0.60
27.68,18.66,1.08,69.34,8.91,1.18,1008.28,0.38,-0.84,70.90,0.61,-0.17,436.37,1.00,-1.05
27.14,18.59,1.00,70.32,9.00,1.26,1007.08,0.35,-1.04,73.08,0.64,-0.02,427.21,1.00,-1.59
28.99,18.85,1.25,54.20,7.57,-0.01,1012.79,0.49,-0.08,41.90,0.22,-2.15,442.60,1.00,-0.69
32.55,19.35,1.73,69.89,8.96,1.23,1013.87,0.52,0.10,40.09,0.19,-2.28,428.84,1.00,-1.50
27.01,18.57,0.99,63.78,8.42,0.75,1016.72,0.59,0.58,47.89,0.30,-1.74,442.60,1.00,-0.69
6.31,15.64,-1.79,42.07,6.49,-0.96,1004.61,0.29,-1.46,77.74,0.70,0.30,483.27,1.00,1.69
23.31,18.05,0.49,60.08,8.09,0.45,1017.14,0.60,0.65,64.35,0.52,-0.61,452.65,1.00,-0.10
10.66,16.25,-1.21,41.93,6.47,-0.97,1016.12,0.57,0.48,94.16,0.92,1.43,479.61,1.00,1.48
26.82,18.54,0.96,64.96,8.52,0.84,999.72,0.17,-2.28,63.55,0.51,-0.67,427.51,1.00,-1.57
12.36,16.49,-0.98,45.09,6.76,-0.73,1013.05,0.50,-0.04,88.40,0.84,1.03,467.20,1.00,0.75
10.20,16.19,-1.27,40.67,6.36,-1.07,1016.15,0.58,0.49,73.20,0.64,-0.01,482.26,1.00,1.63
29.17,18.88,1.28,74.34,9.36,1.58,1004.51,0.29,-1.47,82.02,0.76,0.60,433.03,1.00,-1.25
12.03,16.45,-1.02,40.75,6.37,-1.07,1015.93,0.57,0.45,85.07,0.80,0.81,474.97,1.00,1.21
31.27,19.17,1.56,69.13,8.89,1.17,1009.45,0.41,-0.64,57.01,0.42,-1.12,425.48,1.00,-1.69
24.80,18.26,0.69,72.24,9.17,1.41,1011.58,0.46,-0.28,83.61,0.78,0.71,435.25,1.00,-1.12
24.43,18.20,0.64,72.43,9.19,1.43,1008.03,0.37,-0.88,85.56,0.80,0.84,434.71,1.00,-1.15
24.14,18.16,0.60,63.21,8.37,0.70,1012.28,0.48,-0.16,89.08,0.85,1.08,440.74,1.00,-0.80
28.13,18.73,1.14,56.90,7.81,0.20,1007.17,0.35,-1.03,51.66,0.35,-1.48,436.95,1.00,-1.02
19.15,17.46,-0.07,39.72,6.28,-1.15,1001.49,0.21,-1.98,58.62,0.44,-1.01,457.45,1.00,0.18
11.05,16.31,-1.15,40.75,6.37,-1.07,1016.55,0.59,0.55,87.08,0.82,0.94,478.07,1.00,1.39
25.23,18.32,0.75,66.44,8.65,0.95,1011.37,0.46,-0.32,51.30,0.35,-1.51,438.28,1.00,-0.94
26.86,18.55,0.97,70.47,9.01,1.27,1007.18,0.35,-1.02,72.38,0.63,-0.06,434.59,1.00,-1.16
12.15,16.46,-1.01,71.14,9.07,1.32,1019.56,0.66,1.06,86.06,0.81,0.87,462.51,1.00,0.48
18.50,17.36,-0.15,41.85,6.47,-0.98,1015.81,0.57,0.43,64.78,0.53,-0.58,466.80,1.00,0.73
21.93,17.85,0.31,58.96,7.99,0.37,1014.23,0.53,0.16,58.58,0.44,-1.01,453.42,1.00,-0.06
10.14,16.18,-1.28,45.01,6.75,-0.73,1018.12,0.62,0.82,94.32,0.92,1.44,473.56,1.00,1.12
14.04,16.73,-0.75,48.79,7.08,-0.43,1017.62,0.61,0.73,75.25,0.67,0.13,464.09,1.00,0.57
24.14,18.16,0.60,60.07,8.09,0.45,1016.56,0.59,0.56,58.08,0.44,-1.04,440.17,1.00,-0.83
13.48,16.65,-0.83,41.44,6.43,-1.01,1015.64,0.56,0.40,71.46,0.62,-0.13,471.39,1.00,1.00
14.26,16.76,-0.72,43.34,6.60,-0.86,1017.24,0.60,0.67,81.54,0.75,0.56,464.62,1.00,0.60
19.99,17.58,0.05,65.94,8.61,0.92,1012.28,0.48,-0.16,75.42,0.67,0.14,447.22,1.00,-0.42
16.52,17.08,-0.42,53.16,7.47,-0.09,1014.68,0.54,0.24,76.82,0.69,0.24,457.81,1.00,0.20
22.75,17.97,0.42,58.79,7.97,0.35,1011.44,0.46,-0.31,84.47,0.79,0.76,445.67,1.00,-0.51
15.31,16.91,-0.58,40.66,6.36,-1.07,1016.46,0.58,0.54,84.64,0.79,0.78,458.26,1.00,0.23
21.33,17.76,0.23,58.46,7.94,0.33,1016.17,0.58,0.49,79.73,0.73,0.44,445.27,1.00,-0.53
30.28,19.03,1.43,74.67,9.39,1.60,1016.45,0.58,0.54,55.76,0.40,-1.20,428.27,1.00,-1.53
19.08,17.45,-0.08,44.63,6.71,-0.76,1020.05,0.67,1.14,41.07,0.21,-2.21,455.95,1.00,0.09
23.94,18.13,0.58,51.95,7.37,-0.19,1008.18,0.38,-0.86,71.87,0.62,-0.10,451.84,1.00,-0.15
21.12,17.74,0.20,62.52,8.31,0.65,1015.62,0.56,0.40,78.98,0.72,0.39,450.93,1.00,-0.20
22.61,17.95,0.40,60.27,8.11,0.47,1018.81,0.64,0.93,83.27,0.77,0.68,440.98,1.00,-0.78
14.85,16.85,-0.64,44.63,6.71,-0.76,1020.67,0.69,1.25,75.76,0.67,0.17,460.06,1.00,0.33
27.26,18.60,1.02,63.77,8.42,0.74,1014.07,0.52,0.14,66.58,0.55,-0.46,436.01,1.00,-1.08
31.96,19.27,1.65,71.29,9.09,1.34,1008.39,0.38,-0.82,47.51,0.29,-1.77,433.04,1.00,-1.25
25.30,18.33,0.76,58.46,7.94,0.33,1015.91,0.57,0.45,69.71,0.59,-0.25,439.25,1.00,-0.89
24.49,18.21,0.65,65.61,8.58,0.89,1014.71,0.54,0.24,63.47,0.51,-0.67,447.26,1.00,-0.42
24.44,18.21,0.64,72.99,9.24,1.47,1008.38,0.38,-0.82,91.66,0.89,1.26,435.47,1.00,-1.11
17.89,17.28,-0.24,44.78,6.73,-0.75,1010.03,0.42,-0.54,53.78,0.38,-1.34,457.74,1.00,0.20
11.92,16.43,-1.04,43.80,6.64,-0.83,1022.96,0.74,1.63,60.49,0.47,-0.88,470.33,1.00,0.94
23.34,18.05,0.49,63.73,8.41,0.74,1012.10,0.48,-0.20,79.11,0.72,0.40,443.68,1.00,-0.63
18.89,17.42,-0.10,66.86,8.69,0.99,1012.38,0.48,-0.15,71.96,0.62,-0.09,454.02,1.00,-0.02
18.63,17.38,-0.14,50.16,7.21,-0.33,1010.21,0.43,-0.51,97.13,0.96,1.63,450.14,1.00,-0.25
24.43,18.20,0.64,60.07,8.09,0.45,1015.59,0.56,0.39,59.99,0.46,-0.91,444.71,1.00,-0.57
9.83,16.14,-1.32,41.17,6.41,-1.03,1019.34,0.65,1.02,72.29,0.63,-0.07,478.21,1.00,1.40
16.68,17.11,-0.40,43.14,6.58,-0.88,1018.39,0.63,0.86,76.48,0.68,0.22,459.83,1.00,0.32
22.29,17.90,0.35,45.01,6.75,-0.73,1012.40,0.48,-0.14,51.58,0.35,-1.49,449.08,1.00,-0.31
5.63,15.54,-1.88,39.22,6.23,-1.19,1013.35,0.51,0.02,77.67,0.70,0.30,486.83,1.00,1.90
13.72,16.69,-0.80,34.03,5.77,-1.60,1018.57,0.64,0.89,65.95,0.54,-0.50,469.25,1.00,0.87
13.02,16.59,-0.89,45.51,6.79,-0.69,1015.24,0.55,0.33,80.05,0.73,0.46,468.46,1.00,0.83
8.90,16.00,-1.44,40.77,6.37,-1.07,1011.67,0.46,-0.27,90.26,0.87,1.16,479.18,1.00,1.45
26.44,18.49,0.91,71.73,9.13,1.37,1009.52,0.41,-0.63,81.75,0.75,0.58,430.55,1.00,-1.40
27.07,18.58,1.00,74.87,9.40,1.62,1010.09,0.43,-0.53,58.97,0.45,-0.98,440.47,1.00,-0.81
27.74,18.67,1.09,70.32,9.00,1.26,1009.58,0.41,-0.62,50.29,0.33,-1.58,433.47,1.00,-1.22
31.50,19.21,1.59,70.32,9.00,1.26,1011.44,0.46,-0.31,64.09,0.52,-0.63,435.13,1.00,-1.13
21.81,17.83,0.29,43.77,6.64,-0.83,1011.97,0.47,-0.22,64.72,0.52,-0.59,453.13,1.00,-0.07
15.86,16.99,-0.51,49.69,7.16,-0.36,1015.59,0.56,0.39,87.26,0.83,0.96,462.84,1.00,0.50
20.31,17.62,0.09,69.94,8.97,1.23,1009.70,0.42,-0.60,86.53,0.82,0.91,446.87,1.00,-0.44
23.23,18.03,0.48,64.69,8.50,0.82,1008.12,0.38,-0.87,76.60,0.68,0.23,444.01,1.00,-0.61
18.39,17.35,-0.17,52.08,7.38,-0.18,1006.53,0.34,-1.13,100.09,1.00,1.83,449.96,1.00,-0.26
30.68,19.09,1.48,73.67,9.30,1.52,1005.63,0.32,-1.28,57.05,0.42,-1.11,429.64,1.00,-1.45
29.09,18.86,1.27,67.07,8.71,1.00,1005.99,0.32,-1.22,41.39,0.21,-2.19,429.93,1.00,-1.43
27.35,18.62,1.03,60.75,8.15,0.51,1008.98,0.40,-0.72,67.56,0.56,-0.39,435.14,1.00,-1.13
28.46,18.77,1.18,73.67,9.30,1.52,1005.67,0.32,-1.28,71.21,0.61,-0.14,429.15,1.00,-1.48
31.21,19.16,1.55,66.44,8.65,0.95,1008.57,0.39,-0.79,65.76,0.54,-0.52,430.70,1.00,-1.39
18.89,17.42,-0.10,63.09,8.36,0.69,1018.47,0.63,0.88,84.85,0.79,0.79,450.00,1.00,-0.26
26.71,18.53,0.95,68.30,8.82,1.10,1015.07,0.55,0.30,62.70,0.50,-0.73,436.66,1.00,-1.04
13.52,16.66,-0.82,42.07,6.49,-0.96,1017.91,0.62,0.78,90.21,0.87,1.16,464.07,1.00,0.57
24.17,18.17,0.61,48.41,7.05,-0.46,1008.46,0.39,-0.81,76.19,0.68,0.20,442.62,1.00,-0.69
7.67,15.83,-1.61,41.66,6.45,-1.00,1016.25,0.58,0.50,77.00,0.69,0.25,485.03,1.00,1.80
19.44,17.50,-0.03,59.21,8.01,0.39,1018.50,0.63,0.88,88.35,0.84,1.03,448.04,1.00,-0.37
27.00,18.57,0.99,69.40,8.92,1.19,1004.86,0.30,-1.41,82.20,0.76,0.61,433.83,1.00,-1.20
18.16,17.32,-0.20,43.96,6.65,-0.81,1012.78,0.49,-0.08,78.33,0.71,0.34,465.26,1.00,0.64
19.28,17.47,-0.05,65.46,8.57,0.88,1013.77,0.52,0.09,64.24,0.52,-0.62,448.91,1.00,-0.32
15.43,16.93,-0.57,38.58,6.18,-1.24,1016.58,0.59,0.56,81.17,0.75,0.54,463.44,1.00,0.53
16.32,17.06,-0.45,43.50,6.61,-0.85,1021.30,0.70,1.35,72.60,0.63,-0.05,460.07,1.00,0.33
33.12,19.43,1.81,68.31,8.82,1.10,1010.30,0.43,-0.50,42.29,0.22,-2.12,441.13,1.00,-0.78
8.48,15.94,-1.50,38.50,6.17,-1.24,1013.50,0.51,0.04,66.51,0.55,-0.47,485.29,1.00,1.81
20.76,17.68,0.15,70.72,9.04,1.29,1009.73,0.42,-0.59,89.04,0.85,1.08,448.85,1.00,-0.32
18.76,17.40,-0.12,52.90,7.45,-0.11,1016.27,0.58,0.51,64.70,0.52,-0.59,458.26,1.00,0.23
24.50,18.21,0.65,60.77,8.15,0.51,1017.15,0.60,0.66,73.66,0.64,0.02,439.91,1.00,-0.85
32.40,19.33,1.71,68.14,8.81,1.09,1004.44,0.29,-1.49,34.53,0.12,-2.66,425.91,1.00,-1.67
17.82,17.27,-0.25,65.48,8.57,0.88,1019.64,0.66,1.07,86.60,0.82,0.91,449.21,1.00,-0.30
27.27,18.61,1.02,67.90,8.78,1.07,1006.36,0.33,-1.16,62.12,0.49,-0.77,436.64,1.00,-1.04
20.14,17.60,0.07,65.06,8.53,0.85,1014.81,0.54,0.26,80.01,0.73,0.46,444.84,1.00,-0.56
24.80,18.26,0.69,65.48,8.57,0.88,1018.56,0.64,0.89,62.05,0.49,-0.77,442.02,1.00,-0.72
26.42,18.49,0.91,71.06,9.07,1.32,1008.12,0.38,-0.87,87.32,0.83,0.96,435.60,1.00,-1.10
